-600734,0,0
-296235,0,0
34302,0,0
155670,0,0
100224,0,0
-202069,0,0
-462189,0,0
-554504,0,0
-679555,0,0
-720034,0,0
-429333,0,0
42117,0,0
319623,0,0
220235,0,0
-20675,0,0
-369695,0,0
-617270,0,0
-650592,0,0
-670472,0,0
-459327,0,0
-40891,0,0
247158,0,0
351782,0,0
160125,0,0
-297385,0,0
-615044,0,0
-697416,0,0
-689806,0,0
-569144,0,0
-113784,0,0
267334,0,0
365775,0,0
144830,0,0
-231469,0,0
-544205,0,0
-613059,0,0
-632843,0,0
-539692,0,0
-181797,0,0
99643,0,0
216977,0,0
187223,0,0
-149786,0,0
-454134,0,0
-633652,0,0
-661624,0,0
-698672,0,0
-471602,0,0
55823,0,0
426825,0,0
463484,0,0
164094,0,0
-448517,0,0
-741159,0,0
-712344,0,0
-573200,0,0
-337878,0,0
121396,0,0
372476,0,0
350441,0,0
92973,0,0
-326729,0,0
-606231,0,0
-629903,0,0
-636450,0,0
-516853,0,0
-79747,0,0
280979,0,0
394222,0,0
225100,0,0
-266979,0,0
-629731,0,0
-628993,0,0
-621234,0,0
-504654,0,0
-140577,0,0
202268,0,0
357073,0,0
171784,0,0
-202072,0,0
-460072,0,0
-620993,0,0
-623001,0,0
-529121,0,0
-217959,0,0
172715,0,0
275172,0,0
143462,0,0
-163544,0,0
-466973,0,0
-603966,0,0
-643421,0,0
-608683,0,0
-292961,0,0
144769,0,0
320402,0,0
221499,0,0
-67638,0,0
-445709,0,0
-617628,0,0
-655798,0,0
-671595,0,0
-431522,0,0
134411,0,0
369102,0,0
341292,0,0
85304,0,0
-432846,0,0
-624856,0,0
-674436,0,0
-617545,0,0
-377031,0,0
87727,0,0
266427,0,0
431211,0,0
291622,0,0
-161234,0,0
-473233,0,0
-537216,0,0
-620140,0,0
-412418,0,0
27355,0,0
290325,0,0
345130,0,0
36307,0,0
-371275,0,0
-585106,0,0
-760327,0,0
-660129,0,0
-446888,0,0
-79839,0,0
369835,0,0
449388,0,0
130431,0,0
-299936,0,0
-604791,0,0
-732137,0,0
-681660,0,0
-565065,0,0
-124107,0,0
304368,0,0
347220,0,0
115683,0,0
-282116,0,0
-634494,0,0
-700882,0,0
-710029,0,0
-670859,0,0
-191828,0,0
214807,0,0
297960,0,0
187842,0,0
-139495,0,0
-531713,0,0
-616527,0,0
-659110,0,0
-593409,0,0
-121329,0,0
299173,0,0
449535,0,0
324119,0,0
-49645,0,0
-431627,0,0
-547072,0,0
-672625,0,0
-561195,0,0
-201981,0,0
208532,0,0
385224,0,0
239005,0,0
-118761,0,0
-476228,0,0
-540383,0,0
-575585,0,0
-402490,0,0
-251171,0,0
245645,0,0
530541,0,0
389608,0,0
-12838,0,0
-414197,0,0
-577637,0,0
