3498244,0,0
-3087165,0,0
-1380050,0,0
3176943,0,0
-3957500,0,0
62212,0,0
2649417,0,0
-4282365,0,0
1090367,0,0
2213856,0,0
-4274179,0,0
2303840,0,0
1038622,0,0
-3912128,0,0
3021603,0,0
-194691,0,0
-3368356,0,0
3414827,0,0
-1370520,0,0
-2475303,0,0
3507419,0,0
-2949089,0,0
-1603203,0,0
3297810,0,0
-3783583,0,0
-231276,0,0
2944988,0,0
-4097731,0,0
832867,0,0
2319031,0,0
-4255284,0,0
2210448,0,0
1265805,0,0
-3911302,0,0
2794051,0,0
-55386,0,0
-3578359,0,0
3309938,0,0
-960821,0,0
-2697068,0,0
3510731,0,0
-2798379,0,0
-1699620,0,0
3282086,0,0
-3827836,0,0
-147382,0,0
2795926,0,0
-4211351,0,0
883449,0,0
2359355,0,0
-4243506,0,0
2245176,0,0
1044706,0,0
-3917281,0,0
2954299,0,0
-227607,0,0
-3362369,0,0
3415580,0,0
-1296727,0,0
-2637544,0,0
3510235,0,0
-2900354,0,0
-1567729,0,0
3289921,0,0
-3803935,0,0
-256776,0,0
2924158,0,0
-4118704,0,0
704278,0,0
2487425,0,0
-4177757,0,0
2006094,0,0
1221773,0,0
-3929250,0,0
2812187,0,0
-25763,0,0
-3444453,0,0
3388286,0,0
-1171063,0,0
-2584441,0,0
3511503,0,0
-2879055,0,0
-1698286,0,0
3328542,0,0
-3707384,0,0
-258491,0,0
2908928,0,0
-4120297,0,0
730681,0,0
2455629,0,0
-4215551,0,0
1974869,0,0
1382305,0,0
-3883473,0,0
2758986,0,0
219542,0,0
-3731933,0,0
3047674,0,0
-564466,0,0
-3045917,0,0
3482100,0,0
-2191019,0,0
-2335465,0,0
3440486,0,0
-3170601,0,0
-792922,0,0
3164183,0,0
-3897904,0,0
353895,0,0
2747392,0,0
-4027254,0,0
1589860,0,0
1577406,0,0
-3914406,0,0
2476847,0,0
584490,0,0
-3873086,0,0
3021416,0,0
-312217,0,0
-3303238,0,0
3418529,0,0
-2137952,0,0
-2288961,0,0
3441551,0,0
-3288977,0,0
-774307,0,0
3148770,0,0
-3931769,0,0
249751,0,0
2786423,0,0
-4020798,0,0
1485979,0,0
1661698,0,0
-4038002,0,0
2427037,0,0
613740,0,0
-3818951,0,0
3183848,0,0
-506790,0,0
-3268669,0,0
3425707,0,0
-2212192,0,0
-2292356,0,0
3422286,0,0
-3319341,0,0
-679900,0,0
3028854,0,0
-4076563,0,0
319643,0,0
2738951,0,0
-4081340,0,0
1633473,0,0
1594843,0,0
-4040847,0,0
2626653,0,0
391143,0,0
-3746434,0,0
3219058,0,0
-739097,0,0
-3001614,0,0
3490043,0,0
-2526195,0,0
-2073824,0,0
3410087,0,0
-3459146,0,0
-600004,0,0
3131736,0,0
-3922334,0,0
201543,0,0
2772789,0,0
-4040385,0,0
1463854,0,0
1671738,0,0
-4013467,0,0
2604082,0,0
411129,0,0
-3775249,0,0
3188056,0,0
-564949,0,0
-3168730,0,0
3458772,0,0
-2252846,0,0
-2208318,0,0
3435010,0,0
-3385692,0,0
-796970,0,0
3147635,0,0
-3905032,0,0
190234,0,0
2813342,0,0
-4026183,0,0
1568183,0,0
1572009,0,0
-4031238,0,0
2564285,0,0
594651,0,0
-3843632,0,0
3101718,0,0
-416333,0,0
-3180727,0,0
3460715,0,0
-2448332,0,0
-1937714,0,0
3390230,0,0
-3597163,0,0
-405133,0,0
2958598,0,0
-4101830,0,0
669495,0,0
2584634,0,0
-4139185,0,0
1806594,0,0
1439693,0,0
-3982243,0,0
2792356,0,0
152353,0,0
-3523658,0,0
3358859,0,0
-872442,0,0
-2826273,0,0
3501041,0,0
-2655240,0,0
-1949345,0,0
3425992,0,0
-3473477,0,0
-566777,0,0
2973500,0,0
-4107544,0,0
557835,0,0
2680910,0,0
-4083948,0,0
1791074,0,0
1393955,0,0
-3988206,0,0
2601924,0,0
459562,0,0
-3659839,0,0
3275006,0,0
-688568,0,0
-3094781,0,0
3478516,0,0
-2371062,0,0
-2145991,0,0
3441328,0,0
-3345103,0,0
-712411,0,0
3062497,0,0
-4025436,0,0
420821,0,0
2748159,0,0
-4043780,0,0
1595067,0,0
1515214,0,0
-3999039,0,0
2481493,0,0
627693,0,0
-3867708,0,0
3078049,0,0
-444760,0,0
-3267218,0,0
3435970,0,0
-2149706,0,0
-2344438,0,0
3437326,0,0
-3302836,0,0
-909354,0,0
3217845,0,0
-3832840,0,0
15584,0,0
2909083,0,0
-3904849,0,0
1197751,0,0
1798637,0,0
-3908143,0,0
2270780,0,0
