341167,0,0
-87121,0,0
-76639,0,0
178245,0,0
83,0,0
104310,0,0
29996,0,0
59189,0,0
68327,0,0
133831,0,0
43648,0,0
40172,0,0
75640,0,0
48345,0,0
254110,0,0
53304,0,0
29940,0,0
85501,0,0
-43870,0,0
-44304,0,0
38073,0,0
-14662,0,0
252099,0,0
212048,0,0
24300,0,0
-77831,0,0
-15993,0,0
105820,0,0
27923,0,0
-8157,0,0
64292,0,0
-6336,0,0
20836,0,0
-52639,0,0
-60545,0,0
-144666,0,0
78301,0,0
306148,0,0
-82151,0,0
92662,0,0
-141436,0,0
-95978,0,0
-224812,0,0
-31985,0,0
116289,0,0
180263,0,0
153204,0,0
8487,0,0
-130446,0,0
-1999,0,0
-53017,0,0
-62963,0,0
104608,0,0
183227,0,0
313501,0,0
91680,0,0
-85262,0,0
-51093,0,0
97508,0,0
19505,0,0
61938,0,0
-82099,0,0
15674,0,0
210523,0,0
26439,0,0
90112,0,0
224806,0,0
-1537,0,0
-70072,0,0
-91816,0,0
63242,0,0
132614,0,0
-94844,0,0
-190832,0,0
-149807,0,0
-44118,0,0
179607,0,0
25954,0,0
-41495,0,0
56685,0,0
79254,0,0
30191,0,0
-276412,0,0
-60749,0,0
-7554,0,0
-40502,0,0
-79316,0,0
-61939,0,0
58780,0,0
31817,0,0
-125693,0,0
38132,0,0
59773,0,0
-138873,0,0
-61363,0,0
54507,0,0
-58631,0,0
-83441,0,0
-106085,0,0
-10621,0,0
-41806,0,0
-100115,0,0
-145636,0,0
-27440,0,0
-173833,0,0
-80298,0,0
88529,0,0
-205260,0,0
-39351,0,0
51262,0,0
-161025,0,0
-174117,0,0
-116985,0,0
-168649,0,0
-94302,0,0
-61294,0,0
-65425,0,0
7828,0,0
-215120,0,0
131060,0,0
36060,0,0
-151380,0,0
-306651,0,0
-87106,0,0
-309364,0,0
84042,0,0
170948,0,0
-95308,0,0
1076,0,0
-110212,0,0
-169079,0,0
-265549,0,0
-6937,0,0
213474,0,0
